,0,1,2,3,4,5,6,7,8,9,10
43,1.8444271,-3.0125165,0.3446455,-1.4904511,0.31381607,-1.7806172,-3.08226,1.2254138,-0.75167894,3.8469715,3.5647433
44,3.8503475,4.4669676,-2.709064,2.6237206,1.8717012,-3.2432098,3.1352072,3.0884857,1.1811304,1.329279,0.41256845
45,0.68347263,0.12556124,1.1261535,3.510623,-2.0015244,-4.3236785,-3.8067222,-2.7491176,1.3803492,-4.242022,7.8898816
46,2.652238,-1.7629004,-1.6018856,-0.6812086,-1.6629958,-2.7401166,-1.5790808,1.0181303,-1.7662048,-2.555014,5.1078267
47,4.7244816,-0.5869193,0.49868584,3.3755236,0.522141,0.38701057,3.6516733,4.8657722,-4.0748596,-1.8269773,0.11456299
48,2.4639359,-4.551661,0.5839081,2.3570824,0.7533479,-3.33502,4.3195324,0.5526948,-0.5015893,-3.6809146,14.459611
49,-3.579824,-3.2759857,-4.305395,-3.937639,-3.1083946,0.030179024,0.11760998,-0.7805004,3.9417715,4.621866,12.619209
50,-1.3627505,-3.0465798,3.5336828,-2.4034958,1.0091391,-4.307107,2.6936007,1.90167,2.1304803,-0.0050354004,9.728737
51,-2.1208925,-1.6461742,-4.999486,0.8347664,4.5510216,-2.8241987,-4.90803,-1.6602421,0.8764534,0.04800129,6.066306
52,4.558939,0.5988512,4.666315,1.1331983,1.9432869,1.24086,1.1314907,-4.2619033,0.9795518,4.425638,8.169146
53,-2.2089934,-4.9209795,2.6610584,3.2604895,0.649323,-3.5669756,2.9780064,4.9363823,-0.7376518,-0.3445363,4.68172
54,2.6981091,-4.217932,-2.2531784,3.4977036,0.029273033,-0.6927271,3.2853498,-3.093986,2.6125317,-3.330038,10.038087
55,-0.39867592,1.7401905,-3.4446507,-3.3263087,-3.0561047,-1.8810492,2.1595268,4.1346855,-3.2740283,0.3773551,0.94413036
56,3.9846582,-1.6305571,-3.3449507,-2.1817212,0.4333477,0.05135107,-4.0682216,-0.123968124,4.8120823,3.276493,5.47234
57,-3.3855348,-0.38938904,-0.19729328,4.916481,-2.9414563,-2.8035557,-0.5380206,1.8118863,1.9680042,-3.818081,5.862352
58,2.4769535,-2.6615465,-3.6684322,-4.9144783,-4.1917458,-4.0246873,-0.4115944,4.5917406,-2.334503,-0.022007942,7.3611875
59,4.3750525,-4.9869795,1.0023184,0.40199518,0.4703493,0.36071777,-0.33870173,-3.0567396,0.683496,-4.2279286,3.8302822
60,2.553658,-3.1932216,-2.6386194,3.857624,3.7878227,-3.8714452,-4.360244,-4.8668523,4.2195377,0.54090023,8.786989
61,3.7705536,-2.809831,-4.5857916,0.43411207,3.3383446,-0.9038563,-0.8061309,-0.2316513,-3.9493089,1.4256625,0.57604194
62,0.6440315,-2.122823,-1.2649899,2.8748794,1.508419,-1.7831392,3.9440517,-2.8676832,4.7196093,-1.5833437,4.4446473
63,-4.8666716,3.3807726,-0.7001424,-4.4440265,-1.1749291,-1.4374793,1.1190195,0.9613571,4.2145195,0.50620556,0.655349
64,4.001219,4.525914,-3.2460861,-3.1090112,-1.8682611,2.8767967,-0.452075,2.5529046,2.0489225,-2.0504856,4.2939215
65,-0.04245329,1.2080665,3.0115175,2.9150553,-2.2463155,1.9335413,3.8931694,3.0055122,0.9549422,2.5702095,4.882989
66,-3.6996264,-4.504103,-1.1776054,3.1611347,-4.84111,1.1264315,-3.7278457,0.4102831,2.859614,2.3165255,7.8467298
67,2.6143827,-0.36023664,-2.76855,-1.8092477,-3.8901238,0.26807833,1.6961884,-0.42548084,4.3069572,2.8052006,11.316191
68,4.087266,0.17272854,-4.6292133,-4.180631,-1.5592539,-3.3494878,-3.5903435,-3.04738,-1.8885386,-3.9025557,6.2871337
69,2.0420623,-4.371035,-2.4277377,-0.68091345,-0.9734435,-0.9507656,3.792818,2.376936,3.96412,-3.2161088,15.805402
70,-4.531745,-1.7209525,4.1189957,-3.9932728,2.037283,-3.7781942,3.986703,-4.634423,-0.70938396,2.2180834,5.317932
71,3.1915016,-3.544497,-2.348522,-2.0882547,-3.7234635,-0.51489115,2.9949908,-4.515666,-2.3712783,-0.6424227,10.931992
72,3.5567198,0.4099326,3.6863632,2.6173162,3.8939228,0.09500599,1.131073,-4.7145987,0.10014534,-1.7199736,5.085769
73,-1.9835913,-4.5425897,-3.0727196,-2.954815,1.2879696,-0.8685188,-4.8454466,3.4395065,4.5522194,1.237133,0.83749604
74,2.9970794,2.0695114,1.3938069,-1.7722988,0.83515453,-2.8566027,4.3950987,2.5454144,1.15521,4.028672,5.3448887
75,-2.7927022,-2.200616,2.227459,1.3289876,4.6238127,1.0043192,0.16054678,-0.8590741,-2.388029,2.9494615,0.1371417
76,1.7454844,-4.201813,-2.4790668,1.1306434,-4.709631,-3.067923,-3.6663127,-3.6051888,4.692976,1.9781513,14.763293
77,3.2619228,0.34746408,2.7972198,-2.4299474,2.0882978,-0.95461273,3.087738,0.6030221,-0.19407797,-3.374703,5.2289844
78,-1.6021733,-0.8373184,-0.79355526,3.167738,-3.5544734,-0.49323034,-2.7069812,2.6546865,4.6975985,-3.5780935,0.1160793
79,-0.8807249,-0.6762438,4.671232,-0.93553257,-1.4012098,-4.3812094,0.3459854,2.0890703,-1.097647,4.584711,3.720964
80,1.3035603,-0.23188353,-3.71948,2.6193237,0.1368947,-3.9510484,1.0999937,-0.6264138,2.2879076,-1.6126049,4.722414
81,3.0349236,-1.8818069,0.86173344,-2.6972394,0.11963558,-2.687275,-1.8744512,-1.0950403,2.8478537,-3.2546978,2.2434464
82,-0.60100603,0.049369812,-2.974273,-3.044372,-1.7583008,-1.4617257,1.293407,-2.8777986,4.364688,2.484775,5.7992177
83,1.0183692,2.274603,-0.34031343,1.3033113,-4.2216973,-3.4205155,-2.0789313,1.6142387,-1.2513041,-0.8655424,3.1757216
84,0.9567733,-4.1543145,2.4563498,-1.5935855,-2.8768146,-3.088287,-1.3920827,2.2402258,-2.3248334,-2.4043214,6.437163
85,-2.122707,-2.3827572,-1.1987531,0.20578194,-4.703586,-4.9355993,-0.3999281,4.3694134,0.116337776,0.78363466,1.6276298
86,-3.191071,-4.0901937,3.276144,0.3365655,-1.7056088,-3.7287192,-1.2287288,-2.6384969,-1.767807,1.6741962,6.8089333
87,3.9814358,-3.1132722,-2.22044,-0.5264282,-0.2726817,2.9785118,4.0341263,4.9415054,1.1862497,1.9434948,4.191051
88,-2.976615,-2.199682,0.61799955,-2.0550294,-3.1642609,1.8849545,-1.7763448,-2.6666765,-4.181677,-0.68749905,6.0537972
89,4.4971647,0.94823885,0.4949522,-4.646173,-0.75320435,0.3539939,2.1397715,4.079859,3.6920338,-1.9715147,9.032356
90,4.414197,4.4451065,4.981312,0.9990368,-2.4247413,-1.3841004,3.9869366,-1.8347406,-2.4115348,0.10809851,3.8852005
91,-2.595669,-3.4832609,0.5003829,1.664515,-3.7246585,0.59938383,-1.5149367,1.2443156,1.5526819,0.69553566,0.09187949
92,0.071448326,-0.15148401,4.333351,4.118904,-1.5012426,-3.8576007,4.987481,2.4754581,-3.2905722,-2.393049,1.4562759
93,-2.7209692,0.98211956,-0.83152103,4.0188446,3.3406525,-3.7811084,0.7603674,-0.95902157,3.9015293,-2.6369166,0.6897797
94,-1.3111091,-0.8958001,-0.74942493,3.9345875,-1.6246219,-4.2641068,3.4107857,1.5776706,3.0193148,0.8899975,14.873308
95,3.7536154,0.2503419,-0.46151543,1.3700266,-2.798866,-1.2192667,2.3201013,3.286974,4.324439,-2.3695874,6.6315646
96,2.3074155,-2.8848994,-2.7075255,-2.5661147,-3.0728645,4.3091526,-3.1690006,3.6981688,-1.6697674,3.3897457,1.6375997
97,-0.3510847,-4.3872,-3.364348,-1.9715471,-4.6185045,2.6082683,-2.236176,-4.4983463,2.2755246,-2.6984305,6.94237
98,2.9428892,-3.8266153,3.784422,4.732726,-2.9605508,0.10036421,4.695138,-0.6896138,0.08456755,-4.1339626,10.618721
99,-2.2888792,-0.8440542,3.0005426,2.0272918,-3.2436287,3.0955667,2.5801568,-1.4998734,3.3787928,-3.3202612,0.65075207
100,3.6378088,-3.50536,2.7223754,-1.4265914,-3.1974936,1.0129433,-0.9651189,-1.7112374,-1.3074656,2.673646,7.66697
101,3.459856,2.0292559,1.6085644,-1.9664664,3.7257204,-3.147279,2.8326511,-4.735031,3.1825132,-0.12209034,9.526919
102,-4.9339457,-1.8395762,-2.8262835,4.5394745,-2.3355353,-2.2166343,-0.6653557,-3.6916761,-2.6639497,0.69035816,0.09686005
103,-1.7937648,0.8611541,3.877203,-4.438366,-3.00873,-1.4155321,2.3993282,0.8688965,0.2257452,4.175229,2.645734
104,4.3205757,1.3508182,-3.386557,-0.1865139,-4.736414,-4.915434,-1.0867631,1.8167086,-1.2742491,-3.7377687,9.087348
105,3.1049843,-2.6342845,4.7817154,-0.6419792,2.0182605,0.22752523,-3.353697,1.9112487,1.3379717,1.6172848,5.7441354
106,-2.559915,-3.284779,4.9799175,-4.3854303,2.9059162,3.2308664,0.9868469,-2.253316,1.0093622,0.9706502,0.60619783
107,-2.4667215,-1.1695719,-3.1142588,4.6245184,-0.23897839,0.46320963,-0.4455595,-2.3295522,2.094862,-3.914754,2.1549318
108,-3.2503498,-1.3828187,0.9345379,3.2815695,-0.4068308,-0.65307045,-3.8047915,3.5102224,1.7609348,-1.4144444,0.77579546
109,-1.6684027,-2.2784872,-3.7684846,-0.9872713,-3.2205486,0.5905957,2.4727707,-3.4255445,-3.0994182,0.7607727,7.232485
110,0.09436083,-3.8843918,-2.4806838,2.7776632,-0.53489685,2.9531531,-3.678885,-2.0265973,1.4864426,-0.63737583,4.306973
111,0.08111286,-1.0526085,-3.099012,-1.0473208,3.0418768,-0.855978,1.274612,1.4426398,1.7037697,0.71220493,0.07984424
112,1.2805724,4.121619,3.8461313,-0.78059006,1.611547,-1.8413181,3.4881916,3.632244,-1.6081338,3.8466768,1.5409875
113,-0.5683203,0.98854303,4.722327,-2.7162564,-1.3851266,-0.7497282,-2.4245505,-0.616426,-0.42717695,4.6164474,1.3346553
114,-3.6157207,2.8266053,-2.4038272,-4.6859303,-3.7668805,1.5668635,2.3731327,-4.7595334,0.900578,-4.8500147,1.2269056
115,1.0425053,-4.8385997,2.7997212,-0.02022171,2.5388422,-1.1120753,-0.6564002,2.4060302,-2.4939017,2.8744416,3.7447345
116,-1.6086226,-4.2985296,-2.1119099,0.8654809,-3.4659128,2.9403806,1.5285568,-1.8134403,4.8351126,3.5722618,8.431104
117,1.4088068,-2.6622505,4.900425,2.9719067,-0.7895994,4.0847626,-2.9199493,-1.0451193,2.4718065,-1.2778826,1.1780701
118,1.4277883,-0.99400806,3.5334282,-3.1899202,0.23155642,-3.6588068,-1.118964,-0.93048763,0.90817547,-3.5673237,1.0801439
119,3.5204601,-1.6094387,2.043888,4.369403,-4.411131,-2.8565426,1.0484929,2.8946934,-3.2838714,1.2324858,6.4028406
120,0.82645607,1.65242,0.3057313,-4.3332605,1.6346045,-4.5433435,-0.3305769,-0.80189896,2.4841304,-4.956771,2.9475195
121,4.9372663,4.083786,-1.1249983,-0.2050929,-4.824747,-1.0305386,0.14505911,2.3649387,4.190921,4.0837784,8.307799
122,2.001298,-3.310184,4.823495,-1.0129242,2.1266947,-0.5022602,-0.082978725,1.7424564,-2.5541842,1.5828009,2.0320425
123,0.8509388,-0.6733389,0.18338585,-3.8871825,2.93508,-2.9351854,1.948699,-4.013171,2.2933807,1.4988065,5.166154
124,0.37510586,4.2742815,1.1636381,-4.546897,-4.8432865,-1.0149555,4.894307,-0.5524311,0.8680649,4.711117,2.502152
125,-0.8369055,1.8108969,-1.5549703,1.1987371,-0.7094898,-0.07777119,4.5539722,-1.1565714,-3.5914497,-1.0950356,0.9567516
126,-2.8360696,3.5263758,-2.0078592,-1.1006773,-0.35097218,-4.0217376,4.975216,-4.8577905,1.9659419,1.0222464,2.57856
127,3.0072021,-2.2096515,-3.3439045,0.2559061,-1.1277456,0.5055165,3.911974,-4.3311653,2.2432766,-0.08652115,11.821404
128,2.474927,-4.57799,-0.20194006,0.9351721,4.6967087,2.8421555,2.9359617,-2.3949635,3.931199,3.3761692,8.28279
129,-1.7486393,0.747025,-2.009281,1.2891078,-4.2539687,-1.9544864,4.95648,4.2964306,-2.3866014,-2.4934363,1.5058318
130,-4.324609,-0.42901754,2.4646993,-2.8495698,0.4919672,-3.7904067,-3.2545757,3.3343,2.389017,-2.19657,1.848742
131,1.2546902,-3.3753145,1.6162586,4.5919437,-4.947526,-0.36221933,-4.073388,-2.2876067,-0.40311766,0.3645668,4.6853285
132,1.5597196,-2.0987785,-2.30291,-3.8715565,-4.9986506,3.18262,4.3853493,-1.9377236,4.8089867,4.0988855,12.305278
133,4.771264,-4.5520253,0.7650132,-2.280274,0.827116,0.18876028,4.6657143,1.5931678,4.268733,-0.6450243,13.413122
134,4.3504486,-0.122917175,4.6800585,-3.0720787,0.7169304,-1.6044407,3.1364336,2.5408058,-3.1150937,3.7660398,5.683919
135,-2.152007,-3.9719045,3.4363766,2.4771214,2.9348493,-0.64970875,-2.9757829,2.8973036,4.238617,2.170701,0.5926763
136,0.9745717,2.6238675,2.4122386,-2.6268654,3.4716597,-1.8595052,1.0442314,1.5137048,1.7512507,1.0231328,1.1754019
137,3.500142,3.6181812,-3.5562916,-3.3856046,-3.5740268,-2.711523,-0.1425829,-3.1501431,2.8095908,4.2746077,11.167782
138,1.89784,-3.3071427,-4.665148,0.12219334,0.1667552,-0.17271328,-3.721084,3.4545918,-1.3183641,4.471158,2.1623855
139,-3.5944219,-3.4655147,-0.95291615,-4.8453245,-4.4623466,-2.7278118,-0.7722235,-4.465725,3.1767569,-3.6774135,10.136025
140,-2.6341271,-4.9808807,-0.2382555,0.3680277,-4.1242194,-4.3961563,-3.014723,3.800767,0.23938227,-1.9535689,2.631067
141,2.9959674,3.4866495,-2.309655,3.740798,-1.8030076,0.47352982,-3.4952183,0.13447809,4.8290663,1.0209732,3.9299881
142,-2.7509933,-2.648172,-4.795652,-2.8752136,0.82129765,-1.4563954,-4.2421126,-4.687476,2.644896,-4.9009705,0.77220535
143,4.1134224,4.0496407,-4.901987,1.5551467,-0.085347176,-2.0393348,1.3735771,2.1671824,3.7022324,4.1972876,3.4593112
144,-3.6982398,2.6856508,3.8417253,-3.3654504,2.0347137,-4.337943,4.208761,-3.888536,-0.19132328,-3.4006715,4.3418674
145,0.12896538,-3.616292,-2.4504204,3.241745,-2.494876,-1.4955335,3.2481632,-2.4637766,-1.2720227,-4.533931,10.677322
146,-4.1381,-1.9343901,0.09959316,-0.9293213,-2.4384599,-2.6975746,-4.207699,2.320547,-1.6978157,1.3696146,0.7232504
147,0.446568,-0.89166546,0.07830143,1.8223333,-1.8032253,-2.404369,0.5750332,3.3340244,2.9358902,0.3275137,2.5212994
148,-4.820285,-0.9411268,-1.1505847,-4.4676585,-4.0898376,-3.2141852,4.1270075,1.1700029,-2.1785922,-3.3670557,3.2299464
149,-0.760972,-0.5089116,-2.1273375,-4.4822,-2.1085656,0.79674625,-1.4955277,2.0161943,-0.8961749,3.2611704,5.5606794
150,3.37782,-4.2989492,0.048207283,-2.424521,-4.0214663,-4.7862964,-2.2539616,-0.275939,-3.566054,-1.4160938,11.554059
151,4.6874485,4.9184723,1.4513993,-2.6543808,0.5125594,-1.6115456,2.4095483,2.70827,3.085495,1.6245651,5.7213078
152,0.10349035,2.5549803,4.1817303,0.059316635,-4.7466917,-3.4072697,-1.1478448,1.8784261,-0.8742976,2.4276304,2.8867664
153,-3.5889602,-0.844367,2.4056363,-0.5324197,0.192132,-1.2323408,-0.3518734,-2.504149,1.69877,0.35450172,3.226006
154,-1.5139604,0.7619982,0.8399844,1.8377619,-0.338655,-1.1978788,1.7924623,1.2415247,2.3135014,-3.859905,2.1293082
155,4.1102247,4.511078,1.6087942,0.71643543,-1.5428734,-2.8013082,1.3194904,-0.65138817,4.7343483,1.8070202,3.7724545
156,2.6757865,2.169208,1.0790453,3.0338535,0.55493355,-3.8497245,-1.5719271,-0.44477654,1.787075,-1.2407649,0.47149968
157,-3.5163717,4.899275,1.0363936,-4.507221,-2.7497292,0.2642355,4.041527,3.214778,2.5030713,1.6150122,0.64379764
158,-0.016628265,-2.1034222,0.9388771,-1.985234,4.2844496,-0.011616707,3.8605318,0.3876915,-0.056365013,-4.4071383,1.6799079
159,1.9613094,-4.8564963,2.758761,-1.4759798,3.1123152,-0.29000854,-4.385168,1.9147344,2.170806,2.6759105,1.8192213
160,3.0544634,-2.1532166,-3.8535237,4.877079,-1.4039092,0.9099617,-0.18778992,-4.3014674,1.1322637,0.5255103,2.3177366
161,-1.6865535,-4.8850536,1.8990283,-0.092797756,0.0031051636,-4.0749497,2.1871223,2.9908996,1.4629292,-3.4920216,7.976196
162,3.5237846,-0.80332327,2.1841664,3.3231592,-4.445371,0.74100065,4.5963736,-3.887118,4.1128483,4.0677385,15.946304
163,-0.85842085,-4.134708,-4.790225,4.5242825,-4.3015985,-4.3525815,3.4107227,1.2811842,0.6934619,2.6736822,13.213809
164,1.6341991,2.5301623,-2.7602744,4.138296,0.17756653,-1.1103563,3.2777767,-4.361266,-1.3744087,2.2428207,7.3049107
165,-3.819687,-0.50133705,0.5864434,-4.6684685,-2.8770363,0.58123064,0.7178588,1.2554436,4.80136,4.27682,5.305307
166,4.186492,-0.009779453,-2.7013445,2.0350103,-0.25989294,-0.7415209,-0.38595486,-0.117005825,-3.9981313,3.6848288,4.5324707
167,3.8881645,-4.5681,1.2968569,-2.3515105,2.3013854,-1.1360323,-0.2993927,2.027876,1.0710802,-1.120342,4.5694
168,2.0897036,1.9764733,-2.5925179,0.55889416,-2.5115066,-2.4862404,-3.6254287,1.070662,1.6210694,-3.5464377,2.282851
169,1.5360203,-3.827535,3.5249891,-1.0378833,-4.574312,1.3090272,-4.605566,3.8863668,4.5966682,0.1148901,2.0404634
170,4.153116,-0.39042902,-2.9441495,2.1829672,-4.176264,1.5397673,-2.123121,-0.63792324,-3.2414727,4.38109,2.3361495
171,-0.94596624,-3.532946,3.5142698,3.0253773,-4.127769,-3.1910067,1.9991441,-0.026274204,-1.878413,-4.997878,2.3470812
172,-1.1138594,-3.9383607,4.6382074,-0.89061785,1.876061,-0.8003783,-4.375548,-1.699111,3.9572687,-2.4436088,2.7990212
173,2.572897,3.5776033,-2.8203802,4.9855337,0.58567953,-2.7190804,-0.3249097,-0.77929974,2.3875961,4.428931,2.3727474
174,0.050893307,-3.8268728,-2.403922,2.417924,1.0430264,2.4500995,4.471587,-4.666213,-2.0097728,1.2562585,9.041008
175,-4.439578,0.20161915,-2.5436902,4.1798067,3.5658846,-4.0906973,-2.2070165,-4.69034,-0.82987595,1.3995428,1.1781616
176,-2.0895958,-4.8678017,0.2623129,-1.2634058,4.904711,-3.6520844,1.9596958,2.7547383,-1.1419148,-0.42772102,0.90110373
177,-2.7337623,-3.7029922,-3.5073705,0.6172638,-0.34284782,-1.4246278,-0.024837494,-1.5944953,0.91398716,0.29082346,6.265707
178,3.2937393,1.8667202,4.1328936,-4.583661,-0.48839188,0.7418213,-1.8972802,-3.5175495,4.2725754,2.1422586,1.4233382
179,-1.2053018,0.26273155,1.1145091,0.28853798,2.8484082,0.81172943,4.0361843,3.7401905,1.3997931,-4.0965137,0.8423352
180,4.8756914,-1.8341863,2.3453512,2.9026556,-3.895555,-3.5095148,2.6512666,-0.8609543,-0.1326952,0.9142394,9.8097
181,4.928073,4.1610966,0.5598564,0.3933258,-1.0332763,-4.8196545,-3.659898,-4.159048,-0.5528717,0.57727146,1.4603207
182,3.6488504,-4.3455486,-4.3654013,4.583887,2.2026162,-1.7604809,2.4310846,-2.3489869,-1.0032291,4.5690193,5.2989535
183,-2.2797961,-1.5798914,1.9208565,4.3336124,-3.463461,-0.51595116,0.77136135,-4.416323,-3.5321367,-3.6379445,4.4574947
184,4.128395,-0.96076393,0.5619688,1.1012025,-1.8982315,-3.4669912,3.127225,4.7450876,-4.1114826,-0.026211739,5.668803
185,-4.9477854,0.14110613,-3.126418,1.0995398,-4.180605,-3.412689,4.646017,0.26337862,-1.7928839,-4.8445725,1.1023259
186,-4.3594913,-3.7970412,-3.4834504,-1.235733,-3.5302389,0.6501627,-1.3912396,-4.3297987,2.5384703,-0.32268953,7.740251
187,3.006957,-1.7714329,-3.5757785,3.9087172,-1.7228837,-3.564808,-4.0856385,2.295322,3.5230389,1.5384889,9.507507
188,0.12920332,2.046279,-3.3372207,2.1084933,1.5941935,-3.7820876,2.8894672,-1.7864072,3.1648436,4.0910664,3.769691
189,1.2711906,0.24931526,2.4650145,0.7819772,1.6406913,0.63583326,0.39858818,-3.6177392,0.20595455,4.502205,7.656454
190,3.5821152,-1.3699651,2.767684,-0.8308449,2.6431818,-1.4347,-2.3619223,-2.4183285,1.5952768,-3.5782313,2.513
191,-4.893285,0.91567326,3.4995823,-3.1941652,-4.5273137,-3.1038535,-3.467995,-4.191198,-2.2595847,3.4637623,3.3014045
192,2.6217742,3.5208979,-3.8091784,-2.5815396,-4.883544,-0.5407195,-4.39935,2.886507,3.3576288,0.16657448,1.5377581
193,-3.0082202,-2.7537763,-3.1616898,-4.9395742,-4.426609,3.3125944,0.56505775,0.7433467,-0.791965,0.6609101,2.1376162
194,3.0186157,-1.8981051,-2.9262285,-1.1353815,-0.66239834,-4.5442085,4.946662,-2.6786947,4.670478,2.7367764,17.97452
195,4.187785,-3.070641,0.35212946,-2.0003562,-0.19253778,-2.3411345,-2.3339212,3.1629467,0.7333379,2.4219084,4.989833
196,4.457801,-0.8485389,-4.2423034,3.1937218,2.0185952,1.2733026,-4.573429,2.405798,4.3939734,3.3271008,0.84962016
